Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,Var.20,Unnamed: 0,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,Var.26,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
B. DeChambeau,2729,10046,142,141,40.5,35.4,32,0,6.8,0,2,0,NA,0,0,0,40.5,42.2,32,139,139,Bryson DeChambeau,NA,NA,NA,221,The RSM Classic,"Sea Island Resort - Sea Island, GA",2016-11-20,6,2017,0,CUT,-1.48,0.94,2.95,-0.12,3.77,2.29
B. DeChambeau,2724,10046,284,281,54.5,51,69,3,5.6,4,4,1,66,0,0,0,57.5,56.6,73,139,139,Bryson DeChambeau,NA,NA,NA,222,OHL Classic at Mayakoba,"El Camaleon GC - Quintana Roo, Mexico",2016-11-13,7,2017,0,NA,NA,NA,NA,NA,NA,NA
B. DeChambeau,2716,10046,284,275,79.5,72.2,71,6,19,6,4,1,36,2,1,0,87.5,92.2,77,139,139,Bryson DeChambeau,NA,NA,NA,223,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2016-11-06,6.6,2017,0,T36,-0.37,0.49,0.5,0.21,1.2,0.83
B. DeChambeau,2725,10046,144,144,28.5,25.7,29,0,0.6,0,2,0,NA,0,0,0,28.5,26.3,29,139,139,Bryson DeChambeau,NA,NA,NA,227,Safeway Open,"Silverado Resort - Napa, CA",2016-10-13,6,2017,0,CUT,-0.06,-1.16,1.1,-0.78,-0.84,-0.91
B. DeChambeau,2503,10046,280,276,65.5,60.7,63,3,12.6,3,4,1,47,1,0,0,69.5,73.3,66,139,139,Bryson DeChambeau,NA,NA,NA,234,Travelers Championship,"TPC River Highlands - Cromwell, CT",2016-08-07,6.6,2016,0,T47,0.05,0.59,-0.09,-0.15,0.35,0.4
B. DeChambeau,2509,10046,144,150,18.5,12.9,21,0,0,0,2,0,NA,0,0,0,18.5,12.9,21,139,139,Bryson DeChambeau,NA,NA,NA,236,RBC Canadian Open,"Glen Abbey Golf Club - Oakville, Canada",2016-07-24,5.9,2016,0,CUT,-0.41,-0.69,-0.83,0.26,-1.26,-1.67
B. DeChambeau,2524,10046,284,286,56,47.4,56,0,1.4,0,4,1,64,0,0,0,56,48.8,56,139,139,Bryson DeChambeau,NA,NA,NA,240,Quicken Loans National,"Congressional - Bethesda, MD",2016-06-26,6.9,2016,0,T64,-0.63,0.12,-0.21,0.15,0.06,-0.57
B. DeChambeau,2501,10046,280,285,52,41.3,52,0,7.6,0,4,1,15,6,5,3,58,53.9,55,139,139,Bryson DeChambeau,NA,NA,NA,241,U.S. Open,"Oakmont - Oakmont, PA",2016-06-19,10,2016,0,NA,NA,NA,NA,NA,NA,NA
B. DeChambeau,2499,10046,288,281,65.5,63,71,3,7.6,3,4,1,38,2,1,0,70.5,71.6,74,139,139,Bryson DeChambeau,NA,NA,NA,243,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2016-06-05,8.5,2016,0,T38,-0.74,1.43,-0.02,0.12,1.53,0.79
B. DeChambeau,2498,10046,140,143,19.5,16.8,27,0,0,0,2,0,NA,0,0,0,19.5,16.8,27,139,139,Bryson DeChambeau,NA,NA,NA,244,Dean & Deluca Invitational,"Colonial - Ft. Worth, TX",2016-05-29,6.7,2016,0,NA,NA,NA,NA,NA,NA,NA
B. DeChambeau,2497,10046,140,139,26.5,25,33,0,5,0,2,0,NA,0,0,0,26.5,30,33,139,139,Bryson DeChambeau,NA,NA,NA,245,AT&T Byron Nelson,"TPC Four Seasons Resort Las Colinas - Irving, TX",2016-05-22,7.3,2016,0,CUT,-1.76,0.5,0.67,0.17,1.34,-0.42
B. DeChambeau,2520,10046,142,147,26,18.3,20,0,6.8,0,2,0,NA,0,0,0,26,25.1,20,139,139,Bryson DeChambeau,NA,NA,NA,247,Wells Fargo Championship,"Quail Hollow Club - Charlotte, NC",2016-05-08,7.3,2016,0,CUT,-0.14,-1.23,0.72,0.06,-0.45,-0.6
B. DeChambeau,2512,10046,144,147,27.5,21.8,23,0,5.4,0,2,0,NA,0,0,0,27.5,27.2,23,139,139,Bryson DeChambeau,NA,NA,NA,248,Valero Texas Open,"TPC San Antonio - San Antonio, TX",2016-04-24,6.2,2016,0,CUT,-0.3,-0.09,-1.43,0.78,-0.75,-1.05
B. DeChambeau,2494,10046,284,279,67,61.7,66,0,12.6,0,4,1,4,16,16,10,83,90.3,76,139,139,Bryson DeChambeau,NA,NA,NA,249,RBC Heritage,"Harbour Town Golf Links - Hilton Head Island, SC",2016-04-17,5.9,2016,0,T4,-0.01,1.02,1.38,0.25,2.66,2.65
B. DeChambeau,2493,10046,288,293,53,42.8,53,0,6.6,0,4,1,21,4,3,1,57,52.4,54,139,139,Bryson DeChambeau,NA,NA,NA,250,Masters Tournament,"Augusta National Golf Club - Augusta, GA",2016-04-10,10,2016,0,NA,NA,NA,NA,NA,NA,NA
B. DeChambeau,2726,10046,288,270,88.5,88.3,85,9,34.2,11,4,1,2,20,20,13,117.5,142.5,109,139,139,Bryson DeChambeau,NA,NA,NA,253,Puerto Rico Open,"Coco Beach - Rio Grande, Puerto Rico",2016-03-16,3,2017,0,NA,NA,NA,NA,NA,NA,NA
